title,price,location,url,posted_date,image_url,condition,description,post_id,seller_type
Nice Dell I-7 TouchScreen Laptop 16GB RAM/SSD +Webcam,$250,"Vancouver,WA",https://portland.craigslist.org/mlt/sys/d/vancouver-nice-dell-7-touchscreen/7856519534.html,,,,"QR Code Link to This Post


If u can see this ad it means its still AVAILABLE. Upgraded office laptop, Works great! Will handle all office application and light gaming. New fresh operating system installed and New SSD drive just installed.. Has full version of Office Package. (No subscriptions- $160 value)
Intel I7 CPU 
Wifi + DVD + Bluetooth. 
15.6 LCD TouchScreen
Webcam
16GBGB RAM
256GB SSD 

TEXT ONLY - 360-936-97NINE-NINE",7856519534,
Lots of laptop travel cases all for $50,$50,Tigard,https://portland.craigslist.org/wsc/sys/d/portland-lots-of-laptop-travel-cases/7847208874.html,,,,"QR Code Link to This Post


All 3 cases are included in the package, they are all leather.  Laptop cases range from a single slot to 2 slots for devices with lots of pockets for travel items.

$50 gets you ALL of the cases.",7847208874,
Acer Laptop w/Touch Screen,$75,Vancouver,https://portland.craigslist.org/mlt/sys/d/vancouver-acer-laptop-touch-screen/7854917436.html,,,,"QR Code Link to This Post


The Acer TravelMate is a budget ultraportable laptop aimed at both business and consumer users. Powered by a quad-core Intel Celeron processor and weighing less than three pounds, it's a highly portable companion. It's a good choice if you don't want to spend a lot of money, but you still need a traditional Windows laptop with some forward-looking features, like a touch screen.

Design and Features The TravelMate B comes in a compact polycarbonate chassis measuring 0.83 by 11.5 by 8.5 inches (HWD) and weighing a light 2.89 pounds. It's easy to hold, and if you use it on an airline seat in coach you shouldn't have to worry if the passenger in front of you recline their seats. The 11.6-inch screen has a 1,366-by-768-resolution LCD screen that has good, but not great, image quality, which is par for this price range. The viewing angles are a bit narrow. It's similar in size to budget competitors like the Acer Aspire E3-111-C1BW. Unlike its more colorful competition, the TravelMate B sticks to a black-matte finish on all surfaces.

Was $150. / Now $100.",7854917436,
Lenovo Touchscreen Laptop,$200,clark/cowlitz WA,https://portland.craigslist.org/clk/sys/d/fairview-lenovo-touchscreen-laptop/7851266112.html,,,,"QR Code Link to This Post


Lenovo Ideapad FLEX 5-1470 Signature Edition
1920x1080 Touchscreen
Intel i5-8250U
8GB RAM
128GB M.2 NVME SSD
1TB Hard Disk Drive
Webcam
Windows 10 Home 64-bit and Microsoft Office Suite
Power Adapter
Excellent battery
$200 OBO",7851266112,
toshiba l555d laptop,$125,tigard,https://portland.craigslist.org/wsc/sys/d/portland-toshiba-l555d-laptop/7833653043.html,,,,"QR Code Link to This Post


toshiba l555d laptop
The system is powered by a 2.3GHz AMD Turion II Dual-Core Mobile Processor M520 CPU and has 4GB of RAM, a 280GB hard drive, a SuperMulti DVD burner , 802.11b/g/n Wi-Fi, and ATI Radeon HD 4200 graphics. Windows 7 Home Premium (64-bit) is the installed operating system.",7833653043,
"HP 14"" Laptop, 16GB RAM, 1 TB PCle SSD,Iris Xe Graphics, WIFI, Bluetoo",$475,Portland,https://portland.craigslist.org/mlt/sys/d/portland-hp-14-laptop-16gb-ram-tb-pcle/7856205480.html,,,,"QR Code Link to This Post


Bought this 2 years ago for $569 from Amazon because I wanted to load an audio digital workstation so that I could use it to remote record musicians at their home or studio. Used it ONE time for that and haven't used it since. I'm a PC/Mouse guy!!  Silly to just let it sit here and look pretty. I'm not tech savvy so I hope the original Amazon description tells you what you need to know. If not, it's still available on Amazon and you can get more details there if you need. Perfect condition. I will restore it to factory settings once I get a confirmed buyer. NO TRADES PLEASE!",7856205480,
Asus gaming laptop,$1,Tigard,https://portland.craigslist.org/mlt/sys/d/portland-asus-gaming-laptop/7851934564.html,,,,"QR Code Link to This Post


Hey I’m Selling my Asus Rog Strix 16 inch gaming laptop from Amazon still sealed never opened $800 cash preferred Willing to trade Only for PS5 Pro Thanks Have good day.🤔

Specs Windows 11, a 13th Gen Intel Core i7-13650HX processor, and an NVIDIA GeForce RTX 4060 Laptop GPU at 140W Max TGP – 16GB of DDR5-4800MHz memory, 2x DDR5 4800MHz Corsiar Vengeance and 1TB Gen4 SSD , Screen Protector :P 

Thanks. Text preferred We can meet Tigard Area like in front of Tigard Dollar Tree for safety reasons of course",7851934564,
"MSI Stealth GS77 32GB 17.3"" 4K Nvidia 3080 Ti 16GB-GDDR6 gaming laptop","$1,500",Beaverton,https://portland.craigslist.org/wsc/sys/d/beaverton-msi-stealth-gs77-32gb-173-4k/7853697344.html,,,,"QR Code Link to This Post


Works perfectly.  Truly awesome laptop.  Very well cared for.  Never overclocked.  Kept on a well ventilated desk with a cooling pad.

Worth more.  It's awesome.

MSI Stealth GS77 12UHS-040 32GB of RAM
Intel Core i9-12900H ...... (this is better than the 12700H version)
Nvidia GeForce RTX 3080 Ti 16GB GDDR6 ...... (this is not the 3060 version... it's much better)
1TB SSD
17.3"" 4K / UHD 3840 x 2160 120Hz screen

And has a powerful MSI 240Watt adapter.

This laptop can easily run any game your throw at it.  On the rare chance I gamed, I ran most games at 2k on high settings and they ran at 120fps.  Some games I would bump up to 4k on medium settings and they'd usually hover around 80fps (e.g. Marvel Rivals...).

Save me from eBay please.  That's my next stop and I know it'll sell very fast but I'd rather sell it locally to someone who will really enjoy it.

Stats from:
https://www.newegg.com/p/2WC-000C-0HJX3

Model: MSI Stealth GS77 -17
Form/Style: Standard
Processor: 12th Gen Intel Core i9-12900H 1.80GHz Processor (upto 5 GHz, 24MB Cache, 14-Cores, 20-Threads, 6 Performance-cores)
Memory: 32GB DDR5 SO-DIMM
Graphics: NVIDIA GeForce RTX 3080 Ti 16GB GDDR6 Dedicated Graphics, VR Ready .
Storage: 1TB PCIe SSD (Solid State Drive)
Display: 17.3"" 4K Ultra HD (3840x2160) 120Hz Refresh Rate 16:9 IPS Display
Connectivity: Wi-Fi 6E AX1675, Bluetooth 5.2, Ethernet LAN (RJ-45)
Ports/Slots:, HDMI (upto 4K(3840 x 2160) at 60Hz), Thunderbolt 4 (Type-C), USB 3.2 Type-C Gen2, SD Card Reader, No Optical Drive, 1 x Headphone/Microphone Combo Jack
Input/Output: 1080p Full HD Webcam, Fingerprint Security System, Black Per Key RGB Backlit,
Battery: 240W Power Supply, 4-Cell 99 WHr Battery
Other Features,
Color: Core Black
Weight: 6lb
Product Dimensions (WxLxH): 15.65 IN x 11.16 IN x 0.79 IN",7853697344,
"Acer Swift-5 Ultra-Thin Laptop 14""/Win11/i7/1TB/16GB + MS Office 2019",$400,Portland,https://portland.craigslist.org/wsc/sys/d/portland-acer-swift-ultra-thin-laptop/7843885968.html,,,,"QR Code Link to This Post


Selling my daughter's laptop/notebook from her college time. It was originally purchased from Costco. She doesn't need it anymore (she got a new laptop from her work place).

It's been sitting in the drawer for a while. I recently reformatted it and also just installed a Microsoft Office Home & Business 2019 with a valid license.

Specs:
- Brand/Model: Acer Swift-5 SF514-54T
- Color: White
- Screen Size: 14""
- OS: Window 11
- CPU: Intel Core i7 10th gen
- Storage: 1TB SSD
- Memory: 16GB
- Bonus: MS Office Home & Business 2019 w/ a valid license",7843885968,
Toshiba I7 Laptop SSD WIN11 HOME + Wi-Fi +Full Office Package,$130,"Vancouver,WA",https://portland.craigslist.org/mlt/sys/d/vancouver-toshiba-i7-laptop-ssd-win11/7855809153.html,,,,"QR Code Link to This Post


Toshiba Laptop with Intel I7 Processor that's great for Office, College study applications or Streaming.
Not a gaming laptop.
Priced accordingly as this laptop can use a new battery they are $20 on eBay, can share a link.
Windows 11 Home Edition O/S
Full version of MS Office Package.
Intel I7 Processor
8GB RAM
256GB SSD
Comes with AC adapter/charger.

TEXT if interested: 360-936-97nine-nine

THANKS!",7855809153,
Acer Aspire 5 Laptop,$250,WOODBURN,https://portland.craigslist.org/clc/sys/d/woodburn-acer-aspire-laptop/7855662250.html,,,,"QR Code Link to This Post


Selling this like new laptop!! Acer Aspire 5. Core i3, 11th Gen, 3.0 GHz. 20 gb ram, and 500 gb SSD nVme hard drive. Windows 11. In like new condition! Super fast! Clean factory reset and comes with charger.",7855662250,
Laptop bags,$10,Portland,https://portland.craigslist.org/wsc/sys/d/portland-laptop-bags/7836301551.html,,,,"QR Code Link to This Post


Laptop bags -  Excellent condition

$10 Black 15"" laptop bag
- Multiple pockets
- Fits a 15"" laptop maximum
- Opens flat

$15 Ikea UPTEKKA Briefcase (bag with blue inside) 
- Lego style :)
- Multiple pockets
- Opens flat or sits halfway open.
- fits a 17"" laptop maximum
- Possibility to slide to a luggage handle (see last photo)

Pick up and cash only
Thank you",7836301551,
HP 17” touchscreen laptop new in box $600 OBO,$600,Clackamas,https://portland.craigslist.org/clc/sys/d/clackamas-hp-17-touchscreen-laptop-new/7855370170.html,,,,"QR Code Link to This Post


Selling a new, still in the box, 17” HP laptop.  I bought it for my daughter for her bday but she wanted an I-pad instead.  Best Buy won’t let me return it anymore so selling it to get what I can.  I’m asking $600 OBO.  I paid $850 for it 3 months ago and it’s still sealed in the box so I feel that’s a pretty good deal.  

Since people keep asking.  No it’s not stolen and I have the receipt printout with the original purchase price if you need to see it. 

Specs:

Processor: Intel Core 7-150U 10-core processor

Memory: 16GB DDR4 3200MHz RAM

Storage: 1TB PCIe NVMe M.2 SSD

Display: 17.3-inch HD+ Brightview touchscreen, 1600 x 900 resolution

Operating System: Windows 11 Home

Graphics: Integrated Intel Graphics

Webcam: 720p HD camera
Ports: 1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x Headphone/Microphone combination jack
Other features: Full-size backlit keyboard, numeric keypad, stereo speakers",7855370170,
Targus 11.6 Laptop Bag,$20,Beaverton,https://portland.craigslist.org/wsc/sys/d/beaverton-targus-116-laptop-bag/7829470233.html,,,,"QR Code Link to This Post


Heavy duty vinyl canvas laptop bag with many dividers and pockets.  Excellent!   Best Buy new $49.99.  Cannot meet up, you pick up only. Cash.",7829470233,
Dell Laptop 2020 Precision 7540 w/ Bag,$550,Centennial,https://portland.craigslist.org/mlt/sys/d/portland-dell-laptop-2020-precision/7854932344.html,,,,"QR Code Link to This Post


Like new
512 GB storage 
15.6”
With carrying bag 
$550 or best offer",7854932344,
Acer Chromebook Enterprise ZTE CB515 Laptop,$250,Wilsonville,https://portland.craigslist.org/wsc/sys/d/wilsonville-acer-chromebook-enterprise/7854731863.html,,,,"QR Code Link to This Post


New in the box. This is the Enterprise Edition with the Chrome Enterprise Upgrade License. MSRP was $849.

Acer Chromebook Enterprise ZTE Capable 515 Laptop | Intel Core i3-1115G4 | 15.6"" Full HD IPS Touch Display | 8GB LPDDR4X | 128GB NVMe SSD | microSD | Intel Wi-Fi 6 | Backlit Keyboard | CB515-1WT-32RB | NX.AYFAA.002

Link to the Acer page - this is a highly rated and popular model. Features optional ZTE (Zero Touch Enrollment) for corporate and educational environments.

https://www.acer.com/ee-en/chromebooks/acer-chromebook-enterprise-515-cb515-1w-cb515-1wt

I'm available to meet up in the Wilsonville/Tualatin area

Message to arrange a time. Yes, still available if the post is showing",7854731863,
"HP Spectre X360 Touch 14t-eu000 Laptop 14.0"" 2880x1800 OLED 32GB 2TB",$825,West Linn,https://portland.craigslist.org/clc/sys/d/west-linn-hp-spectre-x360-touch-14t/7847171219.html,,,,"QR Code Link to This Post


I love HP Spectre laptops. I purchased this (my 3rd in 5 years) in 2024, and have used it until last week - simply bought a new one. This has (uniquely) 32GB RAM and 2TB SSD, a digital pen and a sleeve on the outside to carry the pan; very handy. (I confess I didn’t use the pen much, but ti’s cool.)
I’m pricing it competitely, hope it sells “buy it now”. If not, I may donate it to a local charity.
Packaged in sturdy HP shipping box, plastic wrapped, Will ship promptly.
This one is about half the price of a new one, and frankly the new one feels identical and doesn’t feel much faster. I just always upgrade.
The SSD is cleared off and a fresh install of Windows 11 is waiting for you to specify country, your email, set it up - and download the HP drivers. (The HP website will auto-sense this model, download and install them; it’s pretty easy.)
So, looking forward to shipping to a happy new owner. Cheers!

PS if you’re a techie, here are the specs from this 2024 HP order:
HP Spectre x360 2-in-1 Laptop 14t-eu000, 14"" 7K635AV Serial # :5CD4042YV2
Intel® Core™ Ultra 7 155H (up to 4.8 GHz, 24 MB L3 cache, 16 cores, 22 threads) + Intel® Arc™ Graphics + 32 GB(Onboard) 2TB SSD",7847171219,
"Alienware 17R5 Gaming Laptop, eGPU & Cooling Fans",$700,Hawthorne,https://portland.craigslist.org/mlt/sys/d/portland-alienware-17r5-gaming-laptop/7853367925.html,,,,"QR Code Link to This Post


Alienware 17 R5
BIOS: 1.20.0
Service Tag: BQJ7QN2
ePSA: Build 4306.15 UEFI ROM
GTx 1080
32.0 GB RAM
Intel Core i9-8950HK CPU
Windows 11 Pro
SSD

Alienware external graphics amplifier for sale as well

Cooler master cooling platforms and fans also for sale.

Bought new in 2018, used until 2022 then sat in its box for 2 years. 

Retail Price for whole set up: ~

Link to set-up and specification guide: 
https://dl.dell.com/topicspdf/alienware-17-r5_users-guide_en-us.pdf

**SPECS ARE IN PHOTOS**",7853367925,
HP EliteBook 8740w Laptop Core i5 2.4 GHz 4GB RAM 500GB Hard Drive DVD,$80,Clackamas,https://portland.craigslist.org/clc/sys/d/clackamas-hp-elitebook-8740w-laptop/7852347957.html,,,,"QR Code Link to This Post


HP EliteBook 8740w Laptop Core i5 2.4 GHz 4GB RAM 500GB Hard Drive DVD-RW

Local pickup is at 10746 SE Highway 212, Clackamas, OR. Please let me know if this does not work for you. Thanks

Great Laptop that works
Intel Core i5-M520 2.40GHz
4GB Memory
500GB HDD
4x USB 2.0 Ports
1x eSata Port
1x VGA Port
1x Display Port
1x Gigabit Ethernet Port
1x Card Reader
1x optical
WIFI
1x Power Adapter
Windows 7",7852347957,
Msi stealth gs66 gaming laptop,"$1,250",Portland,https://portland.craigslist.org/mlt/sys/d/portland-msi-stealth-gs66-gaming-laptop/7854392380.html,,,,"QR Code Link to This Post


Just bought in November, specs are in last pic. Looking to upgrade to a pc",7854392380,
Hp Chromebook Laptop,$195,Sherwood,https://portland.craigslist.org/wsc/sys/d/sherwood-hp-chromebook-laptop/7854298904.html,,,,"QR Code Link to This Post


Like new HP Chromebook laptop
Only used for a couple of weeks while I was traveling. Needed a computer and I had left my at home so in November 2024 I purchased this one to use for a short time.
Recently did a factory reset so it clean a d ready to setup, its a great unit, light and fast. 
Specs. Intell Processor N200- 8gb memory and 64gb eMMc
Paid $349 for it. Will sell for 195 or Best offer

Call or text Vern at 50three-three49-1three26

Cash only local pickup",7854298904,
Toshiba Portege M750 Tablet / Convertible laptop - vintage,$80,Se Portland,https://portland.craigslist.org/mlt/sys/d/portland-toshiba-portege-m750-tablet/7853949056.html,,,,"QR Code Link to This Post


Hello , 

  Here’s a working Toshiba Portege M750 tablet / convertible laptop. 

Was loaded clean with windows 7 ultimate x64 then sat - until recently just got it online an updated till February 2025 updates that were last available. 
Works on battery surprisingly good for machines age. 

Upgraded to 4 GB Ram and had installed a 320GB drive when done years ago.

Comes with the charger brick with cord - pen is not included as it was missing when I got it . Any pen should work , I used a Wacom drawing tablet pen - still works as a touchscreen too.

Libre Office there for install - a version of GIMP is installed - along with Wacom app for when I just used this to test a Wacom Pen / Tablet combo 
Latest Firefox ESR for Win 7 - was able to go online fine.  
Use as is or upgrade to Win 10 if you choose .

Put some old cd based games you wanted to play or stuff that just doesn’t port into the newer Operating Systems",7853949056,
Lenovo Laptop,$250,McMinnville,https://portland.craigslist.org/yam/sys/d/hillsboro-lenovo-laptop/7847901170.html,,,,"QR Code Link to This Post


Used Lenovo Laptop- $250
Thinkpad L14 gen 3.
AMD processor and graphics 
16gb ram
256 gb hard drive 

Works great

Please call or text five four one seven six zero eighty eight fourty five if interested",7847901170,
"ASUS - Zenbook 14X 14.5"" 2.8K OLED 120 hz Touch Laptop",$350,washington county,https://portland.craigslist.org/wsc/sys/d/beaverton-asus-zenbook-14x-oled-120-hz/7845825615.html,,,,"QR Code Link to This Post


Basically brand new, barely used.  

Description:
ASUS - Zenbook 14X 14.5"" 2.8K OLED 120 hz Touch Laptop - Intel Evo Platform i5-13500H - 8GB Memory - 512GB SSD - Inkwell Gray

Specs:

Screen Size
14.5 inches

Screen Resolution
2880 x 1800 120 hz

Touch Screen
Yes

Brightness
550 nits

Processor Model
Intel 13th Generation Core i5

Storage Type
SSD

Total Storage Capacity
512 gigabytes

System Memory (RAM)
8 gigabytes

Graphics
Intel Iris Xe Graphics
Display Connector(s)

2 x Thunderbolt 4, 1 x HDMI 2.0, 

1 x HDMI 2.1

Battery Life (up to)
7-10 hours

Battery Type
Lithium-ion

Backlit Keyboard
Yes",7845825615,
Gaming Laptop - Asus TUF Gaming F17,$375,Newberg,https://portland.craigslist.org/yam/sys/d/newberg-gaming-laptop-asus-tuf-gaming/7852926090.html,,,,"QR Code Link to This Post


Planning on building new pc. Works great, plays games at 1080p 60+ fps  

Has rtx 3050 gpu
Intel I5 cpu 
16gb ram
1080p 144hz display 

Laptop is factory reset with fresh install of windows 11

Text Brent @  show contact info",7852926090,
Padded Laptop Carrying Case,$10,"Yaquina Court, Tualatin",https://portland.craigslist.org/wsc/sys/d/portland-padded-laptop-carrying-case/7849654422.html,,,,"QR Code Link to This Post


Padded laptop carrying case made of rugged black nylon with shoulder strap and multiple compartments. Cash or Venmo only please. Location: Tualatin.",7849654422,
"Dell Touchscreen 11.6"" 2-in-1 Laptop (Intel Pentium, 4GB, 500 GB HDD)",$95,Gresham,https://portland.craigslist.org/mlt/sys/d/gresham-dell-touchscreen-in-laptop/7847704257.html,,,,"QR Code Link to This Post


This Dell laptop is a touchscreen and features a hinge design that allows you to fold it a full 360° to also be used in tablet, stand, or tent mode. These features make it well suited for both the young and old.

In excellent working condition and looks like new. The screen is perfect with no scratches or cracks and the frame has no cracks with very little sign of wear. The keyboard has no damage whatsoever. All computer functions work. Includes original Dell power cable.
It wasn't used much without the cord so the battery is strong at 76% of the design capacity (see photo 8).

System Restore was used to bring the laptop back to the point when I purchased it and all Windows updates were then installed. All Dell updates were also installed.

It has Wi-Fi 4 (802.11n) and Bluetooth.

Brand: Dell
Operating System: Windows 10 Home (64-Bit)
Model: i3168-3272GRY
Screen Size: 11.6 Inch HD (1366x768 pixels) LED-Lit Touchscreen Display
Hard Disk Installed: 500 GB 5400 RPM
CPU: Intel Pentium N3710 Quad-Core Processor, up to 1.6 GHz 
Ram Memory Installed: 4GB Single Channel DDR3L 1600MHz (4GBx1)
Graphics Card: Integrated Intel HD Graphics with 1366 x 768 HD Resolution
Audio: Stereo speakers + MaxxAudio
Ports: One USB 3.0 Type-A port, Two USB 2.0 Type-A ports, HDMI Port, and MicroSD Media Card Reader
Webcam
Wireless Connectivity: 802.11bgn and Bluetooth 4.0, 2.4 GHz, 1x1 (bluetooth 4.0 tied to wireless card)
HDMI connection: FHD / 1080p Resolution
Multimedia Drive: Optical Drive Not included
Battery: 32 WHr, 2-Cell Battery

Security: Kensington Lock Slot and accepts 3rd Party Security Lock Devices.",7847704257,
Laptop backpack,$35,Old Town Chinatown,https://portland.craigslist.org/mlt/sys/d/portland-laptop-backpack/7851612564.html,,,,"QR Code Link to This Post


Burgundy leather has some internal pockets one thin external 6.5x9 pocket",7851612564,
Laptop and Tablet Carrying Cases,$10,Beaverton,https://portland.craigslist.org/wsc/sys/d/laptop-and-tablet-carrying-cases/7851568101.html,,,,"QR Code Link to This Post


*
*

The blue one (nearly new) measures 17"" x 12"" x 5"" so can hold a large laptop and numerous accessories.  Features include handles, adjustable shoulder strap, and exterior zip pockets.  The black one is a Case Logic sleeve with tight padding and a zip pocket, can hold up to a 14"" laptop.  $10 each, cheap!


REPLIES WITHOUT A LOCAL PHONE NUMBER WILL BE IGNORED.

___________________________________________




*   *   *   *   *   *   *   *   *   *   *",7851568101,
LAPTOP Lenovo ThinkPad 14in,$150,"ASTORIA, OREGON",https://portland.craigslist.org/nco/sys/d/warrenton-laptop-lenovo-thinkpad-14in/7851104811.html,,,,"QR Code Link to This Post


Lenovo ThinkPad 14in laptop. In excellent used condition. Was a backup laptop that I no longer need. The screen falls down, so you'll need to glue it together. From non smoking home. Clean, barely used. See images for specific information.",7851104811,
Brand New Asus OLED Laptop,$630,multnomah county,https://portland.craigslist.org/mlt/sys/d/gresham-brand-new-asus-oled-laptop/7850985575.html,,,,"QR Code Link to This Post


Asus Vivobook S 15.6""
I7 ultra 155h
16GB Ram
1TB SSD

OLED 3k resolution, 120hz

I have 2, make offer.",7850985575,
"Computers ( Laptop,SFF, Desktop, Vintage )  At  surplus gizmos!",$0,Hillsboro,https://portland.craigslist.org/wsc/syd/d/hillsboro-computers-laptopsff-desktop/7850465400.html,,,,"QR Code Link to This Post


We have Computers for sale at SurplusGizmos! ( Laptop,SFF, Desktop, Vintage ) in (Hillsboro, OR)

We have over 8800 square feet of gizmos at our retail store.
We stock hobby Electronics, Resistors, Capacitors, Robotics, Components, Micro Controllers, and more!!!

See below for address and store hours.

If you have any questions feel free to call or email.

Take care <><

ALL laptops have appropriate power supplies and are tested, Working!
They are however sold AS-IS with no warranty and return.

*** Laptops ***




Dell E5490 14"" display
i7-8350U intel 8th generation
8gb ddr3
256gb ssd SATA
Win 10 installed
one available.
$225

XPS 15 9550
i7-6700HQ Intel 6th generation
16gb DDR4 RAM
512GB M.2 SSD storage
Windows 10 installed
Intel HD 530 & GTX 960 Graphics
backlit keyboard, Wifi, Thunderbolt, HDMI port
Tested & working
$200

Dell XPS L321-x
i5-2467m intel 2nd generation
4gb ddr3
128gb ssd
windows 10
Flat battery (Battery won't hold a charge), otherwise works
$115

Dell Latitude TouchScreen E5470
i7-6600U @ 2.6ghz
16gb DDR4
256mb m.2 SSD, Wifi, Bluetooth
Windows 10 installed$
$175



*** SFF Computers ***

HP ProDesk 600 G2 Mini
i5-6500t
16gb DDR4
512GB SSD (Evo Pro 850)
Windows 10 fresh installed
$150



dell 7040 micro
core i7-6700T (intel 6th gen)
16gb ddr4 memory
480gb sata ssd
windows 10 installed
$175 each dell


**Desktop Computers ***
Budget Xeon system
Xeon E5-2650V4
MSI SLI Plus Motherboard
32gb DDR4 (128gb maximum)
500 watt power supply
Evga 1060 GPU
128gb M.2 with ubuntu 22.04
$250

Lenovo S510
i5-6400 cpu
8gb DDR4
500gb Spinner HDD
Windows 10 pro
Has a low profile graphics card slot.
$100

Lenovo 90MV
This is a low end spec. Pc for basic office work and light workloads.
AMD Athelon Silver 3050U (comparable to an intel i5-6200U)
8gb DDR
256 m.2 SSD
Windows 10 installed
$150

Dell 9020
i7-4670s
8gb ddr3
Various hard disk types (same price)
most running ubuntu 21.04, One has windows 7 installed
$55 each

Three available


Dell AIO touch screens
intel 6th gen
NO BASE. Computer only
NO HDD on these units
which means NO OS installed
$40 each

Multiple (+20) available. Discounts for multiples.


** VINTAGE Laptops/ desktops**

Book 8088 laptop v2
Using an NEC V20 cpu
CF HDD with dos already installed. 
EGA/VGA display (does CGA/EGA modes well.VGA is there but not supported well)
Has Yamaha OPL3 sound
One serial and One parallel port.
USB port (will only mount USB drives for data transfer)
ISA extension ports (Add on)
A ready to run 8088 computer experince in a small laptop form. A mix of new and old!
$250 

IBM 300XL
Pentium 2-333mhz
64mb ram, 6.4gb hdd
Boots to NT server but needs an os wipe.
Has CD drom and 3.5"" floppy.

$175

Compaq Pentium 3-450mhz
128mb Ram, No HDD
No optical drive,
Needs some dust removal and some tinkering (to add optical,hdd and then an OS)
Does POST (Pre Operating System Test)
$100

CompUSA PentiumS 133mhz
64mb ram (72pin simm)
No HDD, No OS.
Does POST
$150


Dell Dimension 8400 Pentium 4
3hz Cpu, 
4gb DDR2 @533Mhz
No HDD,NO OSD
Does POST
$50

Celeron-850mhz
384 mb ramm
Boots to XP pro- (but needs reformat)
Zip drive (untested) Cdrom (untested) Floppy drive (untested)
$125

Athelon XP 1100mhz 
Nforce2 Ultra 400 + mcp motherboard
2gb ddr 400
some random agp 256gmb graphics card
vintage antec case (no 5.25 plates)
$80

Dell optiplex GX-1
550 MHZ pentium 3 
256mb sdram
No Hard disk drive, No OS
Does POST/boot up
$100

Vectra VL 
Pentium 100
16mb ram 
1mb onboard video
NO HDD, NO OS.
Does boot from floppy drive
Has a lovely ""Feature"" of a delayed power switch. so needs a little bit of tinkering.
$100

Apple performa 6116 CD
Comes with video adapter (Required), Keyboard and mouse 
Needs a new hdd & OS installed
Powers on but gives flashing ?
Optical drive- Untested.
Needs tinkering for certain
(keyboard, mouse, video adapter are worth most of the asking price)
$125 

Retail store located at:
5797 NE Cornelius Pass Rd
Hillsboro, OR 97124
(503) 439-1249
Call or see our web page for directions. www.SurplusGizmos.com
Store hours are 
10-6 Wednesday - Friday
10-3 Saturday
Closed Sunday,Monday, and Tuesdays.

Take care and have a great day <><",7850465400,
"HP ZBook 17 G5 - Intel i7 - 1TB SSD, 64GB, Win 11 - Fast!, gaming",$499,Hillsboro,https://portland.craigslist.org/wsc/sys/d/hillsboro-hp-zbook-17-g5-intel-i7-1tb/7832479206.html,,,,"QR Code Link to This Post


HP ZBook G5 17 EliteBook Laptop in great condition. Laptop has new install of Windows 11 Professional 64-Bit. These business units are commercial, robust laptops.

This has WIFI, Back lit keyboard, high speed Ethernet.

Super fast with the 64GB of memory and SSD Drive , also has dedicated graphics for AutoCad or even gaming!
Looks and runs like new.

-HP Zbook 17 G5 EliteBook Laptop - Good battery life - 17"" Screen
-Intel Core i7-8850HQ Quad Core Processor @2.20GHz
-64 GIG DDR4 Memory
-1TB Solid State Drive - OS
-2TB GIG storage drive
-Nvidia Quadro P3200 Dedicated graphics card -5 GB
-3 USB 3.0 Ports
-2 USB C Ports
-HDMI Out
-Realtek High Def Audio
-High Speed internet ready - Built in WIFI Enabled
-Comes with HP Power Supply

Price: $499

Software installed:

-Windows 11 Professional 64 bit version
-Malwarebytes anti malware software
-Adobe Acrobat PDF Reader

Please call or text for more info - No Trades and I don't ship.
Prism Computers",7832479206,
HP USB-C Docking Station,$75,Aloha,https://portland.craigslist.org/wsc/sys/d/beaverton-hp-usb-docking-station/7844098065.html,,,,"QR Code Link to This Post


Selling a lightly Used HP USB-C G5, GigE, 100 watt Docking Station for Laptop/Tablet in great working condition with Power Cord and User manual.

See pictures for more details. 

Asking $75 cash.

If interested or have questions, please send email and I will respond as soon as possible.",7844098065,
Dell XPS 15 9550 Gaming 4K Touch i7-6700HQ 2.6GHz 16GB 1TB SSD 2GB GTX,$350,Vancouver,https://portland.craigslist.org/clk/sys/d/vancouver-dell-xps-gaming-4k-touch-i7/7826295736.html,,,,"QR Code Link to This Post


Up for Sale is a Dell XPS 9550 15.6"" 16GB RAM 1TB SSD 4K Gaming Laptop with GTX 960M


The battery is missing but works when plugged in, can buy and install battery very easily.
It comes with a Dell 65W AC adapter.",7826295736,
"Mac Mini M1 (2020) 8 Gb Ram 512 Gb, Like New",$285,Tigard,https://portland.craigslist.org/wsc/sys/d/portland-mac-mini-gb-ram-512-gb-like-new/7822492485.html,,,,"QR Code Link to This Post


Mint Condition Mac Mini M1 with 8 GB RAM and 512 GB hard drive with box and power cable. Runs like new without any issues. I am the first owner. The year is 2020.

If you are serious about buying it with cash or Zell only, it will be reset and unlocked for the new owner's use.  
I am ready to move to a MacBook Air and let this go. 

More pictures will be sent upon request. 

Thanks for checking!

I am asking for $285, the price to sell! 

Mac, MacBook Air, Apple, Mac Mini, MacBook Pro, Keyboard, Computer, Laptop, TV, iPhone",7822492485,
Lenovo IdeaPad 300,$120,Beaverton Hillsboro Portland Gresham,https://portland.craigslist.org/wsc/sys/d/beaverton-lenovo-ideapad-300/7847092358.html,,,,"QR Code Link to This Post


Basically brand new can play Xbox games on it as well it's a gaming laptop works great super fast everything works and I have the charger for it as well",7847092358,
